Protocol,Info,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,label
Modbus/TCP,"   Query: Trans:  1995; Unit:   1, Func:   4: Read Input Registers",7,cb,0,0,0,6,1,4,7,ac,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1995; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,cb,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1996; Unit:   1, Func:   4: Read Input Registers",7,cc,0,0,0,6,1,4,7,ad,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1996; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,cc,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1997; Unit:   1, Func:   4: Read Input Registers",7,cd,0,0,0,6,1,4,7,ae,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1997; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,cd,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1998; Unit:   1, Func:   4: Read Input Registers",7,ce,0,0,0,6,1,4,7,af,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1998; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,ce,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1999; Unit:   1, Func:   4: Read Input Registers",7,cf,0,0,0,6,1,4,7,b0,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1999; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,cf,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2000; Unit:   1, Func:   4: Read Input Registers",7,d0,0,0,0,6,1,4,7,b1,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2000; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,d0,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2001; Unit:   1, Func:   4: Read Input Registers",7,d1,0,0,0,6,1,4,7,b2,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2001; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,d1,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2002; Unit:   1, Func:   4: Read Input Registers",7,d2,0,0,0,6,1,4,7,b3,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2002; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,d2,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2003; Unit:   1, Func:   4: Read Input Registers",7,d3,0,0,0,6,1,4,7,b4,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2003; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,d3,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2004; Unit:   1, Func:   4: Read Input Registers",7,d4,0,0,0,6,1,4,7,b5,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2004; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,d4,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2005; Unit:   1, Func:   4: Read Input Registers",7,d5,0,0,0,6,1,4,7,b6,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2005; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,d5,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2006; Unit:   1, Func:   4: Read Input Registers",7,d6,0,0,0,6,1,4,7,b7,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2006; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,d6,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2007; Unit:   1, Func:   4: Read Input Registers",7,d7,0,0,0,6,1,4,7,b8,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2007; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,d7,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2008; Unit:   1, Func:   4: Read Input Registers",7,d8,0,0,0,6,1,4,7,b9,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2008; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,d8,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2009; Unit:   1, Func:   4: Read Input Registers",7,d9,0,0,0,6,1,4,7,ba,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2009; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,d9,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2010; Unit:   1, Func:   4: Read Input Registers",7,da,0,0,0,6,1,4,7,bb,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2010; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,da,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2011; Unit:   1, Func:   4: Read Input Registers",7,db,0,0,0,6,1,4,7,bc,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2011; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,db,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2012; Unit:   1, Func:   4: Read Input Registers",7,dc,0,0,0,6,1,4,7,bd,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2012; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,dc,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2013; Unit:   1, Func:   4: Read Input Registers",7,dd,0,0,0,6,1,4,7,be,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2013; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,dd,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2014; Unit:   1, Func:   4: Read Input Registers",7,de,0,0,0,6,1,4,7,bf,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2014; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,de,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2015; Unit:   1, Func:   4: Read Input Registers",7,df,0,0,0,6,1,4,7,c0,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2015; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,df,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2016; Unit:   1, Func:   4: Read Input Registers",7,e0,0,0,0,6,1,4,7,c1,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2016; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,e0,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2017; Unit:   1, Func:   4: Read Input Registers",7,e1,0,0,0,6,1,4,7,c2,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2017; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,e1,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2018; Unit:   1, Func:   4: Read Input Registers",7,e2,0,0,0,6,1,4,7,c3,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2018; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,e2,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:     1; Unit:   1, Func:   5: Write Single Coil",0,1,0,0,0,6,1,5,0,2,0,0,,,,,,0
Modbus/TCP,"Response: Trans:     1; Unit:   1, Func:   5: Write Single Coil",0,1,0,0,0,6,1,5,0,2,0,0,,,,,,0
Modbus/TCP,"   Query: Trans:  2019; Unit:   1, Func:   4: Read Input Registers",7,e3,0,0,0,6,1,4,7,c4,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2019; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,e3,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2020; Unit:   1, Func:   4: Read Input Registers",7,e4,0,0,0,6,1,4,7,c5,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2020; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,e4,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2021; Unit:   1, Func:   4: Read Input Registers",7,e5,0,0,0,6,1,4,7,c6,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2021; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,e5,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2022; Unit:   1, Func:   4: Read Input Registers",7,e6,0,0,0,6,1,4,7,c7,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2022; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,e6,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2023; Unit:   1, Func:   4: Read Input Registers",7,e7,0,0,0,6,1,4,7,c8,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2023; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,e7,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2522; Unit:   1, Func:   3: Read Holding Registers",9,da,0,0,0,6,1,3,0,8,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2522; Unit:   1, Func:   3: Read Holding Registers",9,da,0,0,0,0b,1,3,8,0,0,0,0,0,0,0,0,0
Modbus/TCP,"   Query: Trans:  2473; Unit:   1, Func:   3: Read Holding Registers",9,a9,0,0,0,6,1,3,0,8,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2473; Unit:   1, Func:   3: Read Holding Registers",9,a9,0,0,0,0b,1,3,8,0,0,0,0,0,0,0,0,0
Modbus/TCP,"   Query: Trans:  2518; Unit:   1, Func:   3: Read Holding Registers",9,d6,0,0,0,6,1,3,0,8,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2518; Unit:   1, Func:   3: Read Holding Registers",9,d6,0,0,0,0b,1,3,8,0,0,0,0,0,0,0,0,0
Modbus/TCP,"   Query: Trans:  2505; Unit:   1, Func:   3: Read Holding Registers",9,c9,0,0,0,6,1,3,0,8,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2505; Unit:   1, Func:   3: Read Holding Registers",9,c9,0,0,0,0b,1,3,8,0,0,0,0,0,0,0,0,0
Modbus/TCP,"   Query: Trans:  2491; Unit:   1, Func:   3: Read Holding Registers",9,bb,0,0,0,6,1,3,0,8,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2491; Unit:   1, Func:   3: Read Holding Registers",9,bb,0,0,0,0b,1,3,8,0,0,0,0,0,0,0,0,0
Modbus/TCP,"   Query: Trans:  2523; Unit:   1, Func:   2: Read Discrete Inputs",9,db,0,0,0,6,1,2,0,4,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2523; Unit:   1, Func:   2: Read Discrete Inputs",9,db,0,0,0,4,1,2,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2474; Unit:   1, Func:   2: Read Discrete Inputs",9,aa,0,0,0,6,1,2,0,4,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2474; Unit:   1, Func:   2: Read Discrete Inputs",9,aa,0,0,0,4,1,2,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2519; Unit:   1, Func:   3: Read Holding Registers",9,d7,0,0,0,6,1,3,0,8,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2519; Unit:   1, Func:   3: Read Holding Registers",9,d7,0,0,0,0b,1,3,8,0,0,0,0,0,0,0,0,0
Modbus/TCP,"   Query: Trans:  2519; Unit:   1, Func:   2: Read Discrete Inputs",9,d7,0,0,0,6,1,2,0,4,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2519; Unit:   1, Func:   2: Read Discrete Inputs",9,d7,0,0,0,4,1,2,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2506; Unit:   1, Func:   2: Read Discrete Inputs",9,ca,0,0,0,6,1,2,0,4,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2506; Unit:   1, Func:   2: Read Discrete Inputs",9,ca,0,0,0,4,1,2,1,8,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2492; Unit:   1, Func:   2: Read Discrete Inputs",9,bc,0,0,0,6,1,2,0,4,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2492; Unit:   1, Func:   2: Read Discrete Inputs",9,bc,0,0,0,4,1,2,1,8,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2524; Unit:   1, Func:   1: Read Coils",9,dc,0,0,0,6,1,1,0,0,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2524; Unit:   1, Func:   1: Read Coils",9,dc,0,0,0,4,1,1,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2475; Unit:   1, Func:   1: Read Coils",9,ab,0,0,0,6,1,1,0,0,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2475; Unit:   1, Func:   1: Read Coils",9,ab,0,0,0,4,1,1,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2520; Unit:   1, Func:   2: Read Discrete Inputs",9,d8,0,0,0,6,1,2,0,4,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2520; Unit:   1, Func:   2: Read Discrete Inputs",9,d8,0,0,0,4,1,2,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2520; Unit:   1, Func:   1: Read Coils",9,d8,0,0,0,6,1,1,0,0,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2520; Unit:   1, Func:   1: Read Coils",9,d8,0,0,0,4,1,1,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2507; Unit:   1, Func:   1: Read Coils",9,cb,0,0,0,6,1,1,0,0,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2507; Unit:   1, Func:   1: Read Coils",9,cb,0,0,0,4,1,1,1,8,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2493; Unit:   1, Func:   1: Read Coils",9,bd,0,0,0,6,1,1,0,0,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2493; Unit:   1, Func:   1: Read Coils",9,bd,0,0,0,4,1,1,1,8,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2521; Unit:   1, Func:   1: Read Coils",9,d9,0,0,0,6,1,1,0,0,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2521; Unit:   1, Func:   1: Read Coils",9,d9,0,0,0,4,1,1,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2024; Unit:   1, Func:   4: Read Input Registers",7,e8,0,0,0,6,1,4,7,c9,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2024; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,e8,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2025; Unit:   1, Func:   4: Read Input Registers",7,e9,0,0,0,6,1,4,7,ca,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2025; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,e9,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2026; Unit:   1, Func:   4: Read Input Registers",7,ea,0,0,0,6,1,4,7,cb,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2026; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,ea,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2027; Unit:   1, Func:   4: Read Input Registers",7,eb,0,0,0,6,1,4,7,cc,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2027; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,eb,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2028; Unit:   1, Func:   4: Read Input Registers",7,ec,0,0,0,6,1,4,7,cd,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2028; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,ec,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2029; Unit:   1, Func:   4: Read Input Registers",7,ed,0,0,0,6,1,4,7,ce,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2029; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,ed,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2030; Unit:   1, Func:   4: Read Input Registers",7,ee,0,0,0,6,1,4,7,cf,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2030; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,ee,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2031; Unit:   1, Func:   4: Read Input Registers",7,ef,0,0,0,6,1,4,7,d0,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2031; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,ef,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2032; Unit:   1, Func:   4: Read Input Registers",7,f0,0,0,0,6,1,4,7,d1,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2032; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,f0,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2033; Unit:   1, Func:   4: Read Input Registers",7,f1,0,0,0,6,1,4,7,d2,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2033; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,f1,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2034; Unit:   1, Func:   4: Read Input Registers",7,f2,0,0,0,6,1,4,7,d3,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2034; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,f2,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2035; Unit:   1, Func:   4: Read Input Registers",7,f3,0,0,0,6,1,4,7,d4,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2035; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,f3,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2036; Unit:   1, Func:   4: Read Input Registers",7,f4,0,0,0,6,1,4,7,d5,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2036; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,f4,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2037; Unit:   1, Func:   4: Read Input Registers",7,f5,0,0,0,6,1,4,7,d6,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2037; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,f5,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2038; Unit:   1, Func:   4: Read Input Registers",7,f6,0,0,0,6,1,4,7,d7,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2038; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,f6,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2039; Unit:   1, Func:   4: Read Input Registers",7,f7,0,0,0,6,1,4,7,d8,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2039; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,f7,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2040; Unit:   1, Func:   4: Read Input Registers",7,f8,0,0,0,6,1,4,7,d9,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2040; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,f8,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2041; Unit:   1, Func:   4: Read Input Registers",7,f9,0,0,0,6,1,4,7,da,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2041; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,f9,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2042; Unit:   1, Func:   4: Read Input Registers",7,fa,0,0,0,6,1,4,7,db,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2042; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,fa,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2043; Unit:   1, Func:   4: Read Input Registers",7,fb,0,0,0,6,1,4,7,dc,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2043; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,fb,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2044; Unit:   1, Func:   4: Read Input Registers",7,fc,0,0,0,6,1,4,7,dd,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2044; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,fc,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2045; Unit:   1, Func:   4: Read Input Registers",7,fd,0,0,0,6,1,4,7,de,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2045; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,fd,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2046; Unit:   1, Func:   4: Read Input Registers",7,fe,0,0,0,6,1,4,7,df,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2046; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,fe,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2047; Unit:   1, Func:   4: Read Input Registers",7,ff,0,0,0,6,1,4,7,e0,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2047; Unit:   1, Func:   4: Read Input Registers. Exception returned ",7,ff,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2048; Unit:   1, Func:   4: Read Input Registers",8,0,0,0,0,6,1,4,7,e1,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2048; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,0,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2049; Unit:   1, Func:   4: Read Input Registers",8,1,0,0,0,6,1,4,7,e2,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2049; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,1,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2050; Unit:   1, Func:   4: Read Input Registers",8,2,0,0,0,6,1,4,7,e3,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2050; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,2,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2051; Unit:   1, Func:   4: Read Input Registers",8,3,0,0,0,6,1,4,7,e4,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2051; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,3,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2052; Unit:   1, Func:   4: Read Input Registers",8,4,0,0,0,6,1,4,7,e5,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2052; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,4,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2053; Unit:   1, Func:   4: Read Input Registers",8,5,0,0,0,6,1,4,7,e6,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2053; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,5,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2054; Unit:   1, Func:   4: Read Input Registers",8,6,0,0,0,6,1,4,7,e7,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2054; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,6,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2055; Unit:   1, Func:   4: Read Input Registers",8,7,0,0,0,6,1,4,7,e8,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2055; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,7,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2056; Unit:   1, Func:   4: Read Input Registers",8,8,0,0,0,6,1,4,7,e9,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2056; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,8,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2057; Unit:   1, Func:   4: Read Input Registers",8,9,0,0,0,6,1,4,7,ea,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2057; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,9,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2058; Unit:   1, Func:   4: Read Input Registers",8,0a,0,0,0,6,1,4,7,eb,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2058; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,0a,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2059; Unit:   1, Func:   4: Read Input Registers",8,0b,0,0,0,6,1,4,7,ec,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2059; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,0b,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2060; Unit:   1, Func:   4: Read Input Registers",8,0c,0,0,0,6,1,4,7,ed,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2060; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,0c,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2061; Unit:   1, Func:   4: Read Input Registers",8,0d,0,0,0,6,1,4,7,ee,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2061; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,0d,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2062; Unit:   1, Func:   4: Read Input Registers",8,0e,0,0,0,6,1,4,7,ef,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2062; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,0e,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2063; Unit:   1, Func:   4: Read Input Registers",8,0f,0,0,0,6,1,4,7,f0,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2063; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,0f,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2064; Unit:   1, Func:   4: Read Input Registers",8,10,0,0,0,6,1,4,7,f1,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2064; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,10,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2065; Unit:   1, Func:   4: Read Input Registers",8,11,0,0,0,6,1,4,7,f2,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2065; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,11,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2066; Unit:   1, Func:   4: Read Input Registers",8,12,0,0,0,6,1,4,7,f3,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  2066; Unit:   1, Func:   4: Read Input Registers. Exception returned ",8,12,0,0,0,3,1,84,2,,,,,,,,,1
